X,Y0
298,-2.905882352941177
299,15.094117647058823
300,61.09411764705882
301,57.09411764705882
302,65.09411764705882
303,104.09411764705882
304,85.09411764705882
305,91.09411764705882
306,108.09411764705882
307,114.09411764705882
308,111.09411764705882
309,128.09411764705882
310,137.09411764705882
311,173.09411764705882
312,182.09411764705882
313,209.09411764705882
314,204.09411764705882
315,243.09411764705882
316,274.09411764705885
317,281.09411764705885
318,308.09411764705885
319,340.09411764705885
320,353.09411764705885
321,378.09411764705885
322,419.09411764705885
323,414.09411764705885
324,429.09411764705885
325,483.09411764705885
326,516.0941176470589
327,550.0941176470589
328,571.0941176470589
329,590.0941176470589
330,606.0941176470589
331,599.0941176470589
332,663.0941176470589
333,646.0941176470589
334,615.0941176470589
335,632.0941176470589
336,703.0941176470589
337,644.0941176470589
338,668.0941176470589
339,656.0941176470589
340,625.0941176470589
341,663.0941176470589
342,616.0941176470589
343,622.0941176470589
344,563.0941176470589
345,556.0941176470589
346,540.0941176470589
347,506.09411764705885
348,500.09411764705885
349,462.09411764705885
350,440.09411764705885
351,414.09411764705885
352,377.09411764705885
353,345.09411764705885
354,357.09411764705885
355,339.09411764705885
356,278.09411764705885
357,280.09411764705885
358,259.09411764705885
359,249.09411764705882
360,234.09411764705882
361,168.09411764705882
362,155.09411764705882
363,151.09411764705882
364,162.09411764705882
365,137.09411764705882
366,123.09411764705882
367,99.09411764705882
368,88.09411764705882
369,77.09411764705882
370,83.09411764705882
371,69.09411764705882
372,68.09411764705882
373,58.09411764705882
374,58.09411764705882
375,51.09411764705882
376,26.094117647058823
377,3.094117647058823
378,-4.905882352941177
379,5.094117647058823
380,-0.9058823529411768
381,-4.905882352941177
382,-4.905882352941177
383,-2.905882352941177
384,-3.905882352941177
385,-3.905882352941177
386,-3.905882352941177
387,16.094117647058823
388,-4.905882352941177
389,-4.905882352941177
390,-4.905882352941177
391,18.094117647058823
392,42.09411764705882
393,31.094117647058823
394,54.09411764705882
395,46.09411764705882
396,87.09411764705882
397,78.09411764705882
398,87.09411764705882
399,90.09411764705882
