0.000000000000000000e+00,7.000000000000000000e+00,1.357142857142857117e+01,1.400000000000000000e+01,1.700000000000000000e+01,5.651000000000000000e+03
2.919999999999999929e+00,3.000000000000000000e+00,1.266666666666666607e+01,1.200000000000000000e+01,1.600000000000000000e+01,5.535000000000000000e+03
5.830000000000000071e+00,2.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01,5.460000000000000000e+03
8.750000000000000000e+00,7.000000000000000000e+00,1.414285714285714235e+01,1.400000000000000000e+01,2.000000000000000000e+01,5.598000000000000000e+03
1.166000000000000014e+01,2.000000000000000000e+00,2.200000000000000000e+01,2.200000000000000000e+01,3.400000000000000000e+01,7.623000000000000000e+03
1.458000000000000007e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.312700000000000000e+04
1.750000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.330700000000000000e+04
2.041000000000000014e+01,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.307500000000000000e+04
2.332999999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000000e+04
2.623999999999999844e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360500000000000000e+04
2.916000000000000014e+01,1.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.419900000000000000e+04
3.207999999999999829e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.352800000000000000e+04
3.499000000000000199e+01,4.000000000000000000e+00,1.275000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,1.394500000000000000e+04
3.790999999999999659e+01,4.000000000000000000e+00,1.175000000000000000e+01,1.150000000000000000e+01,1.400000000000000000e+01,1.489400000000000000e+04
4.082000000000000028e+01,2.000000000000000000e+00,1.600000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.486400000000000000e+04
4.374000000000000199e+01,1.000000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,1.302200000000000000e+04
4.665999999999999659e+01,1.200000000000000000e+01,7.133333333333332860e+01,2.900000000000000000e+01,3.140000000000000000e+02,1.359700000000000000e+04
4.957000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.287000000000000000e+04
5.249000000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.394900000000000000e+04
5.539999999999999858e+01,4.000000000000000000e+00,3.225000000000000000e+01,3.800000000000000000e+01,4.300000000000000000e+01,1.278800000000000000e+04
5.832000000000000028e+01,2.000000000000000000e+00,1.700000000000000000e+01,1.700000000000000000e+01,2.200000000000000000e+01,6.234000000000000000e+03
6.122999999999999687e+01,2.000000000000000000e+00,1.850000000000000000e+01,1.850000000000000000e+01,1.900000000000000000e+01,5.763000000000000000e+03
6.415000000000000568e+01,9.000000000000000000e+00,1.500000000000000000e+01,1.300000000000000000e+01,2.500000000000000000e+01,5.822000000000000000e+03
6.706999999999999318e+01,1.400000000000000000e+01,1.850000000000000000e+01,1.750000000000000000e+01,2.900000000000000000e+01,5.983000000000000000e+03
6.998000000000000398e+01,1.300000000000000000e+01,1.792307692307692335e+01,1.500000000000000000e+01,3.200000000000000000e+01,5.862000000000000000e+03
7.290000000000000568e+01,5.000000000000000000e+00,2.680000000000000071e+01,1.500000000000000000e+01,6.700000000000000000e+01,5.803000000000000000e+03
7.581000000000000227e+01,6.000000000000000000e+00,2.066666666666666785e+01,1.700000000000000000e+01,5.200000000000000000e+01,5.997000000000000000e+03
7.873000000000000398e+01,6.000000000000000000e+00,2.383333333333333215e+01,2.150000000000000000e+01,4.700000000000000000e+01,5.922000000000000000e+03
8.165000000000000568e+01,4.000000000000000000e+00,2.250000000000000000e+01,2.200000000000000000e+01,2.900000000000000000e+01,5.725000000000000000e+03
8.456000000000000227e+01,6.000000000000000000e+00,1.966666666666666785e+01,1.400000000000000000e+01,5.000000000000000000e+01,5.783000000000000000e+03
8.748000000000000398e+01,5.000000000000000000e+00,2.060000000000000142e+01,2.100000000000000000e+01,3.000000000000000000e+01,5.730000000000000000e+03
9.039000000000000057e+01,9.000000000000000000e+00,1.777777777777777857e+01,1.600000000000000000e+01,2.600000000000000000e+01,5.992000000000000000e+03
9.331000000000000227e+01,1.100000000000000000e+01,1.918181818181818343e+01,1.700000000000000000e+01,3.100000000000000000e+01,5.897000000000000000e+03
9.623000000000000398e+01,1.100000000000000000e+01,1.909090909090908994e+01,1.800000000000000000e+01,2.800000000000000000e+01,6.051000000000000000e+03
9.914000000000000057e+01,9.000000000000000000e+00,1.511111111111111072e+01,1.200000000000000000e+01,3.000000000000000000e+01,5.810000000000000000e+03
1.020600000000000023e+02,7.000000000000000000e+00,1.928571428571428470e+01,1.700000000000000000e+01,3.200000000000000000e+01,5.900000000000000000e+03
1.049699999999999989e+02,9.000000000000000000e+00,1.700000000000000000e+01,1.400000000000000000e+01,3.000000000000000000e+01,5.832000000000000000e+03
1.078900000000000006e+02,8.000000000000000000e+00,1.387500000000000000e+01,1.250000000000000000e+01,2.200000000000000000e+01,5.999000000000000000e+03
1.108100000000000023e+02,9.000000000000000000e+00,1.611111111111111072e+01,1.500000000000000000e+01,3.300000000000000000e+01,5.885000000000000000e+03
1.137199999999999989e+02,5.000000000000000000e+00,1.400000000000000000e+01,1.200000000000000000e+01,2.400000000000000000e+01,6.108000000000000000e+03
1.166400000000000006e+02,8.000000000000000000e+00,1.650000000000000000e+01,1.500000000000000000e+01,2.700000000000000000e+01,6.145000000000000000e+03
1.195499999999999972e+02,6.000000000000000000e+00,1.933333333333333215e+01,1.150000000000000000e+01,5.700000000000000000e+01,6.195000000000000000e+03
1.224699999999999989e+02,7.000000000000000000e+00,1.471428571428571352e+01,1.400000000000000000e+01,2.700000000000000000e+01,6.258000000000000000e+03
1.253900000000000006e+02,9.000000000000000000e+00,1.888888888888888928e+01,1.500000000000000000e+01,4.100000000000000000e+01,6.371000000000000000e+03
1.283000000000000114e+02,6.000000000000000000e+00,1.916666666666666785e+01,1.400000000000000000e+01,4.300000000000000000e+01,6.071000000000000000e+03
1.312199999999999989e+02,1.200000000000000000e+01,1.825000000000000000e+01,1.700000000000000000e+01,3.700000000000000000e+01,6.229000000000000000e+03
1.341299999999999955e+02,9.000000000000000000e+00,1.800000000000000000e+01,1.500000000000000000e+01,2.800000000000000000e+01,6.361000000000000000e+03
1.370500000000000114e+02,1.200000000000000000e+01,1.850000000000000000e+01,1.600000000000000000e+01,3.500000000000000000e+01,6.331000000000000000e+03
1.399699999999999989e+02,1.600000000000000000e+01,1.993750000000000000e+01,1.500000000000000000e+01,4.900000000000000000e+01,6.615000000000000000e+03
1.428799999999999955e+02,2.000000000000000000e+01,1.685000000000000142e+01,1.450000000000000000e+01,3.300000000000000000e+01,6.818000000000000000e+03
1.458000000000000114e+02,3.000000000000000000e+01,2.413333333333333286e+01,1.700000000000000000e+01,1.160000000000000000e+02,7.838000000000000000e+03
1.487100000000000080e+02,6.300000000000000000e+01,2.634920634920634797e+01,2.100000000000000000e+01,6.800000000000000000e+01,9.896000000000000000e+03
1.516299999999999955e+02,1.330000000000000000e+02,2.479699248120300581e+01,2.000000000000000000e+01,1.010000000000000000e+02,1.420000000000000000e+04
1.545500000000000114e+02,4.470000000000000000e+02,2.876957494407158933e+01,2.100000000000000000e+01,1.560000000000000000e+02,2.871200000000000000e+04
1.574600000000000080e+02,1.068000000000000000e+03,3.078558052434457082e+01,2.200000000000000000e+01,1.440000000000000000e+02,5.426500000000000000e+04
1.603799999999999955e+02,1.762000000000000000e+03,3.561748013620885445e+01,2.600000000000000000e+01,2.340000000000000000e+02,8.616200000000000000e+04
1.632899999999999920e+02,2.276000000000000000e+03,4.399165202108962802e+01,3.200000000000000000e+01,3.490000000000000000e+02,1.208940000000000000e+05
1.662100000000000080e+02,2.456000000000000000e+03,5.112866449511400901e+01,3.500000000000000000e+01,4.100000000000000000e+02,1.439750000000000000e+05
1.691200000000000045e+02,2.494000000000000000e+03,5.708500400962309840e+01,3.950000000000000000e+01,4.850000000000000000e+02,1.595060000000000000e+05
1.720399999999999920e+02,2.533000000000000000e+03,5.360481642321357754e+01,3.800000000000000000e+01,3.500000000000000000e+02,1.531510000000000000e+05
1.749600000000000080e+02,2.499000000000000000e+03,5.083793517406962792e+01,3.400000000000000000e+01,4.990000000000000000e+02,1.456350000000000000e+05
1.778700000000000045e+02,2.321000000000000000e+03,4.377682033606204470e+01,3.000000000000000000e+01,2.550000000000000000e+02,1.227710000000000000e+05
1.807899999999999920e+02,1.757000000000000000e+03,3.550142287990893664e+01,2.600000000000000000e+01,2.460000000000000000e+02,8.622300000000000000e+04
1.836999999999999886e+02,1.122000000000000000e+03,3.190998217468805720e+01,2.300000000000000000e+01,2.080000000000000000e+02,5.873200000000000000e+04
1.866200000000000045e+02,4.760000000000000000e+02,2.601470588235294201e+01,1.900000000000000000e+01,1.710000000000000000e+02,3.032800000000000000e+04
1.895399999999999920e+02,1.690000000000000000e+02,2.557988165680473358e+01,1.800000000000000000e+01,1.200000000000000000e+02,1.661100000000000000e+04
1.924499999999999886e+02,6.700000000000000000e+01,2.514925373134328268e+01,1.900000000000000000e+01,8.200000000000000000e+01,1.068200000000000000e+04
1.953700000000000045e+02,3.700000000000000000e+01,2.008108108108108070e+01,1.600000000000000000e+01,8.600000000000000000e+01,8.178000000000000000e+03
1.982800000000000011e+02,2.400000000000000000e+01,2.154166666666666785e+01,2.000000000000000000e+01,4.000000000000000000e+01,7.207000000000000000e+03
2.011999999999999886e+02,5.000000000000000000e+00,1.919999999999999929e+01,1.600000000000000000e+01,3.400000000000000000e+01,6.475000000000000000e+03
2.041200000000000045e+02,1.200000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+01,6.504000000000000000e+03
2.070300000000000011e+02,1.100000000000000000e+01,1.590909090909090828e+01,1.300000000000000000e+01,2.600000000000000000e+01,6.286000000000000000e+03
2.099499999999999886e+02,1.200000000000000000e+01,1.641666666666666785e+01,1.500000000000000000e+01,2.600000000000000000e+01,6.327000000000000000e+03
2.128600000000000136e+02,1.500000000000000000e+01,1.733333333333333215e+01,1.500000000000000000e+01,3.900000000000000000e+01,6.202000000000000000e+03
2.157800000000000011e+02,9.000000000000000000e+00,1.511111111111111072e+01,1.200000000000000000e+01,3.400000000000000000e+01,6.238000000000000000e+03
2.186999999999999886e+02,7.000000000000000000e+00,1.500000000000000000e+01,1.100000000000000000e+01,2.600000000000000000e+01,5.936000000000000000e+03
2.216100000000000136e+02,6.000000000000000000e+00,1.316666666666666607e+01,1.300000000000000000e+01,1.600000000000000000e+01,6.053000000000000000e+03
2.245300000000000011e+02,1.300000000000000000e+01,1.623076923076922995e+01,1.500000000000000000e+01,2.800000000000000000e+01,6.142000000000000000e+03
2.274399999999999977e+02,5.000000000000000000e+00,1.400000000000000000e+01,1.300000000000000000e+01,1.900000000000000000e+01,5.926000000000000000e+03
2.303600000000000136e+02,1.200000000000000000e+01,1.391666666666666607e+01,1.250000000000000000e+01,1.800000000000000000e+01,6.230000000000000000e+03
2.332800000000000011e+02,8.000000000000000000e+00,1.975000000000000000e+01,1.850000000000000000e+01,3.300000000000000000e+01,6.271000000000000000e+03
2.361899999999999977e+02,1.000000000000000000e+01,1.290000000000000036e+01,1.050000000000000000e+01,2.300000000000000000e+01,6.072000000000000000e+03
2.391100000000000136e+02,1.400000000000000000e+01,1.621428571428571530e+01,1.300000000000000000e+01,3.600000000000000000e+01,6.282000000000000000e+03
2.420200000000000102e+02,1.000000000000000000e+01,1.559999999999999964e+01,1.500000000000000000e+01,3.000000000000000000e+01,6.297000000000000000e+03
2.449399999999999977e+02,1.100000000000000000e+01,1.572727272727272663e+01,1.300000000000000000e+01,2.800000000000000000e+01,6.287000000000000000e+03
2.478600000000000136e+02,2.200000000000000000e+01,1.754545454545454675e+01,1.650000000000000000e+01,2.800000000000000000e+01,6.265000000000000000e+03
